"","X","DistCode","DistName","SchCode","Year","Takeover","SchName","SchType","Neighborhood","Charter","GroupType","GroupName","TestSubject","Level_1_Count","Level_2_Count","Level_3_Count","Level_4_Count","Total_Count","Level_1_Percentage","Level_2_Percentage","Level_3_Percentage","Level_4_Percentage"
"5533",5533,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","lunch","No","Math",28,58,32,3,121,23.1404958677686,47.9338842975207,26.4462809917355,2.47933884297521
"5534",5534,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","lunch","No","Science",10,20,11,8,49,20.4081632653061,40.8163265306122,22.4489795918367,16.3265306122449
"5535",5535,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","lunch","Yes","ELA",341,276,119,6,742,45.9568733153639,37.1967654986523,16.0377358490566,0.808625336927224
"5536",5536,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","lunch","Yes","Math",303,302,81,3,689,43.9767779390421,43.8316400580552,11.7561683599419,0.435413642960813
"5537",5537,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","lunch","Yes","Science",122,106,32,15,275,44.3636363636364,38.5454545454545,11.6363636363636,5.45454545454545
"5538",5538,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","migrant","No","ELA",368,328,156,12,864,42.5925925925926,37.962962962963,18.0555555555556,1.38888888888889
"5539",5539,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","migrant","No","Math",331,360,113,6,810,40.8641975308642,44.4444444444444,13.9506172839506,0.740740740740741
"5540",5540,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","migrant","No","Science",132,126,43,23,324,40.7407407407407,38.8888888888889,13.2716049382716,7.09876543209877
"5541",5541,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","military","No","ELA",368,328,156,12,864,42.5925925925926,37.962962962963,18.0555555555556,1.38888888888889
"5542",5542,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","military","No","Math",331,360,113,6,810,40.8641975308642,44.4444444444444,13.9506172839506,0.740740740740741
"5543",5543,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","military","No","Science",132,126,43,23,324,40.7407407407407,38.8888888888889,13.2716049382716,7.09876543209877
"5544",5544,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","AM7","ELA",0,0,0,0,0,0,0,0,0
"5545",5545,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","AM7","Math",0,0,0,0,0,0,0,0,0
"5546",5546,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","AM7","Science",0,0,0,0,0,0,0,0,0
"5547",5547,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","AS7","ELA",8,15,13,1,37,21.6216216216216,40.5405405405405,35.1351351351351,2.7027027027027
"5548",5548,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","AS7","Math",9,19,10,0,38,23.6842105263158,50,26.3157894736842,0
"5549",5549,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","AS7","Science",3,6,4,4,17,17.6470588235294,35.2941176470588,23.5294117647059,23.5294117647059
"5550",5550,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","BL7","ELA",49,53,27,4,133,36.8421052631579,39.8496240601504,20.3007518796992,3.00751879699248
"5551",5551,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","BL7","Math",41,60,18,2,121,33.8842975206612,49.5867768595041,14.8760330578512,1.65289256198347
"5552",5552,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","BL7","Science",18,24,9,2,53,33.9622641509434,45.2830188679245,16.9811320754717,3.77358490566038
"5553",5553,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","HI7","ELA",274,218,98,5,595,46.0504201680672,36.6386554621849,16.4705882352941,0.840336134453781
"5554",5554,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","HI7","Math",249,244,69,2,564,44.1489361702128,43.2624113475177,12.2340425531915,0.354609929078014
"5555",5555,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","HI7","Science",103,84,28,11,226,45.5752212389381,37.1681415929204,12.3893805309735,4.86725663716814
"5556",5556,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","MU7","ELA",7,11,5,0,23,30.4347826086957,47.8260869565217,21.7391304347826,0
"5557",5557,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","MU7","Math",6,10,3,1,20,30,50,15,5
"5558",5558,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","MU7","Science",4,5,1,0,10,40,50,10,0
"5559",5559,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","PI7","ELA",0,0,0,0,0,0,0,0,0
"5560",5560,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","PI7","Math",0,0,0,0,0,0,0,0,0
"5561",5561,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","WH7","ELA",25,26,13,2,66,37.8787878787879,39.3939393939394,19.6969696969697,3.03030303030303
"5562",5562,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","WH7","Math",21,23,13,1,58,36.2068965517241,39.6551724137931,22.4137931034483,1.72413793103448
"5563",5563,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","Race7","WH7","Science",2,6,0,6,14,14.2857142857143,42.8571428571429,0,42.8571428571429
"5564",5564,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","sex","Female","ELA",154,162,82,6,404,38.1188118811881,40.0990099009901,20.2970297029703,1.48514851485149
"5565",5565,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","sex","Female","Math",159,181,41,2,383,41.5143603133159,47.2584856396867,10.7049608355091,0.522193211488251
"5566",5566,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","sex","Female","Science",53,61,16,9,139,38.1294964028777,43.8848920863309,11.5107913669065,6.47482014388489
"5567",5567,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","sex","Male","ELA",214,166,74,6,460,46.5217391304348,36.0869565217391,16.0869565217391,1.30434782608696
"5568",5568,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","sex","Male","Math",172,179,72,4,427,40.2810304449649,41.92037470726,16.8618266978923,0.936768149882904
"5569",5569,28,"Providence",28145,2022,"Post Takeover","Nathanael Greene Middle School","Middle School","Elmhurst","No","sex","Male","Science",79,65,27,14,185,42.7027027027027,35.1351351351351,14.5945945945946,7.56756756756757
"5570",5570,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","All Students","All","ELA",420,196,37,3,656,64.0243902439024,29.8780487804878,5.64024390243902,0.457317073170732
"5571",5571,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","All Students","All","Math",444,235,8,0,687,64.6288209606987,34.2066957787482,1.16448326055313,0
"5572",5572,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","All Students","All","Science",183,66,5,1,255,71.7647058823529,25.8823529411765,1.96078431372549,0.392156862745098
"5573",5573,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","foster","No","ELA",415,194,37,3,649,63.944530046225,29.8921417565485,5.70107858243451,0.462249614791988
"5574",5574,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","foster","No","Math",438,234,8,0,680,64.4117647058824,34.4117647058824,1.17647058823529,0
"5575",5575,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","foster","No","Science",179,66,5,1,251,71.3147410358566,26.2948207171315,1.99203187250996,0.398406374501992
"5576",5576,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","foster","Yes","ELA",0,0,0,0,0,0,0,0,0
"5577",5577,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","foster","Yes","Math",0,0,0,0,0,0,0,0,0
"5578",5578,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","foster","Yes","Science",0,0,0,0,0,0,0,0,0
"5579",5579,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Grade","6","ELA",143,54,12,1,210,68.0952380952381,25.7142857142857,5.71428571428571,0.476190476190476
"5580",5580,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Grade","6","Math",130,81,5,0,216,60.1851851851852,37.5,2.31481481481481,0
"5581",5581,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Grade","7","ELA",124,77,7,1,209,59.3301435406699,36.8421052631579,3.34928229665072,0.478468899521531
"5582",5582,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Grade","7","Math",136,76,1,0,213,63.849765258216,35.6807511737089,0.469483568075117,0
"5583",5583,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Grade","8","ELA",153,65,18,1,237,64.5569620253165,27.4261603375527,7.59493670886076,0.421940928270042
"5584",5584,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Grade","8","Math",178,78,2,0,258,68.9922480620155,30.2325581395349,0.775193798449612,0
"5585",5585,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Grade","8","Science",183,66,5,1,255,71.7647058823529,25.8823529411765,1.96078431372549,0.392156862745098
"5586",5586,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","homeless","No","ELA",409,192,36,3,640,63.90625,30,5.625,0.46875
"5587",5587,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","homeless","No","Math",438,230,7,0,675,64.8888888888889,34.0740740740741,1.03703703703704,0
"5588",5588,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","homeless","No","Science",177,64,5,1,247,71.6599190283401,25.9109311740891,2.02429149797571,0.404858299595142
"5589",5589,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","homeless","Yes","ELA",11,4,1,0,16,68.75,25,6.25,0
"5590",5590,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","homeless","Yes","Math",6,5,1,0,12,50,41.6666666666667,8.33333333333333,0
"5591",5591,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","homeless","Yes","Science",0,0,0,0,0,0,0,0,0
"5592",5592,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","iep","NOT SWD","ELA",340,185,37,3,565,60.1769911504425,32.7433628318584,6.54867256637168,0.530973451327434
"5593",5593,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","iep","NOT SWD","Math",359,228,8,0,595,60.3361344537815,38.3193277310924,1.34453781512605,0
"5594",5594,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","iep","NOT SWD","Science",161,59,5,1,226,71.2389380530973,26.1061946902655,2.21238938053097,0.442477876106195
"5595",5595,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","iep","SWD","ELA",80,11,0,0,91,87.9120879120879,12.0879120879121,0,0
"5596",5596,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","iep","SWD","Math",85,7,0,0,92,92.3913043478261,7.60869565217391,0,0
"5597",5597,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","iep","SWD","Science",22,7,0,0,29,75.8620689655172,24.1379310344828,0,0
"5598",5598,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","lep","ELL","ELA",233,53,2,0,288,80.9027777777778,18.4027777777778,0.694444444444444,0
"5599",5599,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","lep","ELL","Math",249,74,0,0,323,77.0897832817337,22.9102167182663,0,0
"5600",5600,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","lep","ELL","Science",93,22,0,0,115,80.8695652173913,19.1304347826087,0,0
"5601",5601,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","lep","Not ELL","ELA",187,143,35,3,368,50.8152173913043,38.8586956521739,9.51086956521739,0.815217391304348
"5602",5602,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","lep","Not ELL","Math",195,161,8,0,364,53.5714285714286,44.2307692307692,2.1978021978022,0
"5603",5603,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","lep","Not ELL","Science",90,44,5,1,140,64.2857142857143,31.4285714285714,3.57142857142857,0.714285714285714
"5604",5604,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","lunch","No","ELA",38,22,2,1,63,60.3174603174603,34.9206349206349,3.17460317460317,1.58730158730159
"5605",5605,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","lunch","No","Math",47,26,2,0,75,62.6666666666667,34.6666666666667,2.66666666666667,0
"5606",5606,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","lunch","No","Science",26,12,0,0,38,68.4210526315789,31.5789473684211,0,0
"5607",5607,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","lunch","Yes","ELA",382,174,35,2,593,64.4182124789207,29.3423271500843,5.90219224283305,0.337268128161889
"5608",5608,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","lunch","Yes","Math",397,209,6,0,612,64.8692810457516,34.1503267973856,0.980392156862745,0
"5609",5609,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","lunch","Yes","Science",157,54,5,1,217,72.3502304147465,24.8847926267281,2.30414746543779,0.460829493087558
"5610",5610,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","migrant","No","ELA",420,196,37,3,656,64.0243902439024,29.8780487804878,5.64024390243902,0.457317073170732
"5611",5611,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","migrant","No","Math",444,235,8,0,687,64.6288209606987,34.2066957787482,1.16448326055313,0
"5612",5612,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","migrant","No","Science",183,66,5,1,255,71.7647058823529,25.8823529411765,1.96078431372549,0.392156862745098
"5613",5613,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","military","No","ELA",420,196,37,3,656,64.0243902439024,29.8780487804878,5.64024390243902,0.457317073170732
"5614",5614,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","military","No","Math",444,235,8,0,687,64.6288209606987,34.2066957787482,1.16448326055313,0
"5615",5615,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","military","No","Science",183,66,5,1,255,71.7647058823529,25.8823529411765,1.96078431372549,0.392156862745098
"5616",5616,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","AM7","ELA",0,0,0,0,0,0,0,0,0
"5617",5617,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","AM7","Math",0,0,0,0,0,0,0,0,0
"5618",5618,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","AS7","ELA",15,13,1,0,29,51.7241379310345,44.8275862068966,3.44827586206897,0
"5619",5619,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","AS7","Math",16,12,0,0,28,57.1428571428571,42.8571428571429,0,0
"5620",5620,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","AS7","Science",0,0,0,0,0,0,0,0,0
"5621",5621,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","BL7","ELA",74,35,7,0,116,63.7931034482759,30.1724137931034,6.03448275862069,0
"5622",5622,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","BL7","Math",82,33,1,0,116,70.6896551724138,28.448275862069,0.862068965517241,0
"5623",5623,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","BL7","Science",30,6,0,0,36,83.3333333333333,16.6666666666667,0,0
"5624",5624,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","HI7","ELA",295,127,24,2,448,65.8482142857143,28.3482142857143,5.35714285714286,0.446428571428571
"5625",5625,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","HI7","Math",318,162,5,0,485,65.5670103092784,33.4020618556701,1.03092783505155,0
"5626",5626,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","HI7","Science",136,54,4,1,195,69.7435897435897,27.6923076923077,2.05128205128205,0.512820512820513
"5627",5627,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","MU7","ELA",14,11,4,0,29,48.2758620689655,37.9310344827586,13.7931034482759,0
"5628",5628,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","MU7","Math",12,13,1,0,26,46.1538461538462,50,3.84615384615385,0
"5629",5629,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","MU7","Science",0,0,0,0,0,0,0,0,0
"5630",5630,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","PI7","ELA",0,0,0,0,0,0,0,0,0
"5631",5631,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","PI7","Math",0,0,0,0,0,0,0,0,0
"5632",5632,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","WH7","ELA",20,10,1,1,32,62.5,31.25,3.125,3.125
"5633",5633,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","WH7","Math",14,15,1,0,30,46.6666666666667,50,3.33333333333333,0
"5634",5634,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","Race7","WH7","Science",0,0,0,0,0,0,0,0,0
"5635",5635,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","sex","Female","ELA",165,112,24,1,302,54.635761589404,37.0860927152318,7.94701986754967,0.33112582781457
"5636",5636,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","sex","Female","Math",195,118,4,0,317,61.5141955835962,37.2239747634069,1.26182965299685,0
"5637",5637,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","sex","Female","Science",90,33,3,0,126,71.4285714285714,26.1904761904762,2.38095238095238,0
"5638",5638,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","sex","Male","ELA",255,84,13,2,354,72.0338983050847,23.728813559322,3.67231638418079,0.564971751412429
"5639",5639,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","sex","Male","Math",249,117,4,0,370,67.2972972972973,31.6216216216216,1.08108108108108,0
"5640",5640,28,"Providence",28147,2022,"Post Takeover","Roger Williams Middle School","Middle School","Lower South Providence","No","sex","Male","Science",93,33,2,1,129,72.0930232558139,25.5813953488372,1.55038759689922,0.775193798449612
"5641",5641,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","All Students","All","ELA",77,36,20,0,133,57.8947368421053,27.0676691729323,15.0375939849624,0
"5642",5642,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","All Students","All","Math",93,41,5,0,139,66.9064748201439,29.4964028776978,3.59712230215827,0
"5643",5643,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","All Students","All","Science",39,81,6,2,128,30.46875,63.28125,4.6875,1.5625
"5644",5644,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","foster","No","ELA",77,35,20,0,132,58.3333333333333,26.5151515151515,15.1515151515152,0
"5645",5645,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","foster","No","Math",92,41,5,0,138,66.6666666666667,29.7101449275362,3.6231884057971,0
"5646",5646,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","foster","No","Science",39,80,6,2,127,30.7086614173228,62.992125984252,4.7244094488189,1.5748031496063
"5647",5647,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","foster","Yes","ELA",0,0,0,0,0,0,0,0,0
"5648",5648,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","foster","Yes","Math",0,0,0,0,0,0,0,0,0
"5649",5649,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","foster","Yes","Science",0,0,0,0,0,0,0,0,0
"5650",5650,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","Grade","11","ELA",77,36,20,0,133,57.8947368421053,27.0676691729323,15.0375939849624,0
"5651",5651,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","Grade","11","Math",93,41,5,0,139,66.9064748201439,29.4964028776978,3.59712230215827,0
"5652",5652,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","Grade","11","Science",39,81,6,2,128,30.46875,63.28125,4.6875,1.5625
"5653",5653,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","homeless","No","ELA",76,36,20,0,132,57.5757575757576,27.2727272727273,15.1515151515152,0
"5654",5654,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","homeless","No","Math",92,41,5,0,138,66.6666666666667,29.7101449275362,3.6231884057971,0
"5655",5655,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","homeless","No","Science",39,81,6,2,128,30.46875,63.28125,4.6875,1.5625
"5656",5656,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","homeless","Yes","ELA",0,0,0,0,0,0,0,0,0
"5657",5657,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","homeless","Yes","Math",0,0,0,0,0,0,0,0,0
"5658",5658,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","iep","NOT SWD","ELA",59,31,18,0,108,54.6296296296296,28.7037037037037,16.6666666666667,0
"5659",5659,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","iep","NOT SWD","Math",74,36,4,0,114,64.9122807017544,31.5789473684211,3.50877192982456,0
"5660",5660,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","iep","NOT SWD","Science",28,67,6,2,103,27.1844660194175,65.0485436893204,5.8252427184466,1.94174757281553
"5661",5661,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","iep","SWD","ELA",18,5,2,0,25,72,20,8,0
"5662",5662,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","iep","SWD","Math",19,5,1,0,25,76,20,4,0
"5663",5663,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","iep","SWD","Science",11,14,0,0,25,44,56,0,0
"5664",5664,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","lep","ELL","ELA",30,5,1,0,36,83.3333333333333,13.8888888888889,2.77777777777778,0
"5665",5665,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","lep","ELL","Math",37,5,0,0,42,88.0952380952381,11.9047619047619,0,0
"5666",5666,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","lep","ELL","Science",20,18,0,0,38,52.6315789473684,47.3684210526316,0,0
"5667",5667,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","lep","Not ELL","ELA",47,31,19,0,97,48.4536082474227,31.9587628865979,19.5876288659794,0
"5668",5668,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","lep","Not ELL","Math",56,36,5,0,97,57.7319587628866,37.1134020618557,5.15463917525773,0
"5669",5669,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","lep","Not ELL","Science",19,63,6,2,90,21.1111111111111,70,6.66666666666667,2.22222222222222
"5670",5670,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","lunch","No","ELA",15,6,6,0,27,55.5555555555556,22.2222222222222,22.2222222222222,0
"5671",5671,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","lunch","No","Math",17,13,0,0,30,56.6666666666667,43.3333333333333,0,0
"5672",5672,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","lunch","No","Science",10,16,1,1,28,35.7142857142857,57.1428571428571,3.57142857142857,3.57142857142857
"5673",5673,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","lunch","Yes","ELA",62,30,14,0,106,58.4905660377358,28.3018867924528,13.2075471698113,0
"5674",5674,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","lunch","Yes","Math",76,28,5,0,109,69.7247706422018,25.6880733944954,4.58715596330275,0
"5675",5675,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","lunch","Yes","Science",29,65,5,1,100,29,65,5,1
"5676",5676,28,"Providence",28149,2022,"Post Takeover","Hope High School","High School","College Hill","No","migrant","No","ELA",77,36,20,0,133,57.8947368421053,27.0676691729323,15.0375939849624,0
